field_position_id,surface,message,message_variant,protocol,field_path,parent_path,field_name,field_kind,presence,cardinality,data_type,standard_document,standard_version,standard_reference,charging_relevance,relevance_reason,constraint_ids,scenario_ids,review_status
FP-0601,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission.CH,PFCP Session Modification Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission,CH,PFCP grouped-IE payload field,M,,choose allocation flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A15, T2-A62, T2-A64.",T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A62 | T2-A64,REVIEWED
FP-0602,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission.V6,PFCP Session Modification Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission,V6,PFCP grouped-IE payload field,M,,IPv6-present flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A15, T2-A62, T2-A64.",T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A62 | T2-A64,REVIEWED
FP-0603,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission.V4,PFCP Session Modification Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission,V4,PFCP grouped-IE payload field,M,,IPv4-present flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A15, T2-A62, T2-A64.",T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A62 | T2-A64,REVIEWED
FP-0604,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission.TEID,PFCP Session Modification Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission,TEID,PFCP grouped-IE payload field,C,,when CH=0,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A15, T2-A64.",T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A64,REVIEWED
FP-0605,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission.ipv4Address,PFCP Session Modification Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission,ipv4Address,PFCP grouped-IE payload field,C,,when V4=1,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A15, T2-A64.",T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A64,REVIEWED
FP-0606,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission.ipv6Address,PFCP Session Modification Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission,ipv6Address,PFCP grouped-IE payload field,C,,when V6=1,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A15, T2-A64.",T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A64,REVIEWED
FP-0607,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission.chooseId,PFCP Session Modification Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission,chooseId,PFCP grouped-IE payload field,C,,when CHID=1,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A15, T2-A64.",T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A64,REVIEWED
FP-0608,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Network Instance for Redundant Transmission.length,PFCP Session Modification Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Network Instance for Redundant Transmission,length,PFCP grouped-IE payload field,M,,APN/DNN length,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A15, T2-A62, T2-A64.",T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A62 | T2-A64,REVIEWED
FP-0609,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Network Instance for Redundant Transmission.apnOrDnn,PFCP Session Modification Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Network Instance for Redundant Transmission,apnOrDnn,PFCP grouped-IE payload field,M,,network instance,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A15, T2-A64.",T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A64,REVIEWED
FP-0610,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.UE IP address.CHV6,PFCP Session Modification Request.Create PDR.PDI.UE IP address,CHV6,PFCP grouped-IE payload field,M,,IPv6-prefix-allocation flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A09, T2-A64.",T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A64,REVIEWED
FP-0611,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.UE IP address.IPV6D,PFCP Session Modification Request.Create PDR.PDI.UE IP address,IPV6D,PFCP grouped-IE payload field,M,,IPv6-prefix-delegation flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A09, T2-A64.",T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A64,REVIEWED
FP-0612,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.UE IP address.SD,PFCP Session Modification Request.Create PDR.PDI.UE IP address,SD,PFCP grouped-IE payload field,M,,source/destination flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A09, T2-A64.",T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A64,REVIEWED
FP-0613,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.UE IP address.V4,PFCP Session Modification Request.Create PDR.PDI.UE IP address,V4,PFCP grouped-IE payload field,M,,IPv4-present flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A09, T2-A62, T2-A64.",T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A62 | T2-A64,REVIEWED
FP-0614,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.UE IP address.V6,PFCP Session Modification Request.Create PDR.PDI.UE IP address,V6,PFCP grouped-IE payload field,M,,IPv6-present flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A09, T2-A62, T2-A64.",T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A62 | T2-A64,REVIEWED
FP-0615,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.UE IP address.ipv4Address,PFCP Session Modification Request.Create PDR.PDI.UE IP address,ipv4Address,PFCP grouped-IE payload field,C,,when V4=1,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A09, T2-A64.",T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A64,REVIEWED
FP-0616,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.UE IP address.ipv6Address,PFCP Session Modification Request.Create PDR.PDI.UE IP address,ipv6Address,PFCP grouped-IE payload field,C,,when V6=1,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A09, T2-A64.",T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A64,REVIEWED
FP-0617,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.UE IP address.ipv6PrefixDelegationBits,PFCP Session Modification Request.Create PDR.PDI.UE IP address,ipv6PrefixDelegationBits,PFCP grouped-IE payload field,C,,when IPV6D=1,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A09, T2-A64.",T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A64,REVIEWED
FP-0618,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.UE IP address.ipv6PrefixLength,PFCP Session Modification Request.Create PDR.PDI.UE IP address,ipv6PrefixLength,PFCP grouped-IE payload field,C,,when CHV6=1,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A09, T2-A64.",T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A64,REVIEWED
FP-0619,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Traffic Endpoint ID,PFCP Session Modification Request.Create PDR.PDI,Traffic Endpoint ID,PFCP IE / atomic payload,C,0..N,Traffic Endpoint ID,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A15, T2-A64.",T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A64,REVIEWED
FP-0620,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.SDF Filter.BID,PFCP Session Modification Request.Create PDR.PDI.SDF Filter,BID,PFCP grouped-IE payload field,M,,bidirectional-filter flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A08, T2-A62, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A62 | T2-A64,REVIEWED
FP-0621,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.SDF Filter.FL,PFCP Session Modification Request.Create PDR.PDI.SDF Filter,FL,PFCP grouped-IE payload field,M,,flow-label-present flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A08, T2-A62, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A62 | T2-A64,REVIEWED
FP-0622,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.SDF Filter.SPI,PFCP Session Modification Request.Create PDR.PDI.SDF Filter,SPI,PFCP grouped-IE payload field,M,,security-parameter-index-present flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A08, T2-A62, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A62 | T2-A64,REVIEWED
FP-0623,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.SDF Filter.TTC,PFCP Session Modification Request.Create PDR.PDI.SDF Filter,TTC,PFCP grouped-IE payload field,M,,ToS/traffic-class-present flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A08, T2-A62, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A62 | T2-A64,REVIEWED
FP-0624,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.SDF Filter.FD,PFCP Session Modification Request.Create PDR.PDI.SDF Filter,FD,PFCP grouped-IE payload field,M,,flow-description-present flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A08, T2-A62, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A62 | T2-A64,REVIEWED
FP-0625,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.SDF Filter.flowDescriptionLength,PFCP Session Modification Request.Create PDR.PDI.SDF Filter,flowDescriptionLength,PFCP grouped-IE payload field,C,,when FD=1,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A07, T2-A08, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A07 | T2-A08 | T2-A64,REVIEWED
FP-0626,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.SDF Filter.flowDescription,PFCP Session Modification Request.Create PDR.PDI.SDF Filter,flowDescription,PFCP grouped-IE payload field,C,,when FD=1,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A07, T2-A08, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A07 | T2-A08 | T2-A64,REVIEWED
FP-0627,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.SDF Filter.tosTrafficClass,PFCP Session Modification Request.Create PDR.PDI.SDF Filter,tosTrafficClass,PFCP grouped-IE payload field,C,,when TTC=1,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A08, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A64,REVIEWED
FP-0628,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.SDF Filter.securityParameterIndex,PFCP Session Modification Request.Create PDR.PDI.SDF Filter,securityParameterIndex,PFCP grouped-IE payload field,C,,when SPI=1,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A08, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A64,REVIEWED
FP-0629,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.SDF Filter.flowLabel,PFCP Session Modification Request.Create PDR.PDI.SDF Filter,flowLabel,PFCP grouped-IE payload field,C,,when FL=1,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A08, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A64,REVIEWED
FP-0630,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.SDF Filter.sdfFilterId,PFCP Session Modification Request.Create PDR.PDI.SDF Filter,sdfFilterId,PFCP grouped-IE payload field,C,,when BID=1,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A08, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A64,REVIEWED
FP-0631,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Application ID,PFCP Session Modification Request.Create PDR.PDI,Application ID,PFCP IE / atomic payload,O,0..1,Application ID,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A12, T2-A64.",T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A12 | T2-A64,REVIEWED
FP-0632,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Ethernet PDU Session Information,PFCP Session Modification Request.Create PDR.PDI,Ethernet PDU Session Information,PFCP IE / atomic payload,O,0..1,Ethernet PDU Session Information,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A64,REVIEWED
FP-0633,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.Ethernet Filter ID,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter,Ethernet Filter ID,PFCP IE / atomic payload,C,0..1,Ethernet Filter ID,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A13, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A13 | T2-A64,REVIEWED
FP-0634,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.Ethernet Filter Properties,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter,Ethernet Filter Properties,PFCP IE / atomic payload,C,0..1,Ethernet Filter Properties,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A13, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A13 | T2-A64,REVIEWED
FP-0635,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.MAC address,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter,MAC address,PFCP IE / atomic payload,O,0..1,MAC address,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A13, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A13 | T2-A64,REVIEWED
FP-0636,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.Ethertype,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter,Ethertype,PFCP IE / atomic payload,O,0..1,Ethertype,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A13, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A13 | T2-A64,REVIEWED
FP-0637,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.C-TAG,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter,C-TAG,PFCP IE / atomic payload,O,0..1,C-TAG,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A13, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A13 | T2-A64,REVIEWED
FP-0638,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.S-TAG,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter,S-TAG,PFCP IE / atomic payload,O,0..1,S-TAG,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A13, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A13 | T2-A64,REVIEWED
FP-0639,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.BID,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter,BID,PFCP grouped-IE payload field,M,,bidirectional-filter flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A08, T2-A13, T2-A62, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A62 | T2-A64,REVIEWED
FP-0640,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.FL,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter,FL,PFCP grouped-IE payload field,M,,flow-label-present flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A08, T2-A13, T2-A62, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A62 | T2-A64,REVIEWED
FP-0641,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.SPI,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter,SPI,PFCP grouped-IE payload field,M,,security-parameter-index-present flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A08, T2-A13, T2-A62, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A62 | T2-A64,REVIEWED
FP-0642,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.TTC,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter,TTC,PFCP grouped-IE payload field,M,,ToS/traffic-class-present flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A08, T2-A13, T2-A62, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A62 | T2-A64,REVIEWED
FP-0643,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.FD,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter,FD,PFCP grouped-IE payload field,M,,flow-description-present flag,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A08, T2-A13, T2-A62, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A62 | T2-A64,REVIEWED
FP-0644,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.flowDescriptionLength,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter,flowDescriptionLength,PFCP grouped-IE payload field,C,,when FD=1,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A07, T2-A08, T2-A13, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A07 | T2-A08 | T2-A13 | T2-A64,REVIEWED
FP-0645,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.flowDescription,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter,flowDescription,PFCP grouped-IE payload field,C,,when FD=1,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A07, T2-A08, T2-A13, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A07 | T2-A08 | T2-A13 | T2-A64,REVIEWED
FP-0646,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.tosTrafficClass,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter,tosTrafficClass,PFCP grouped-IE payload field,C,,when TTC=1,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A08, T2-A13, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A64,REVIEWED
FP-0647,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.securityParameterIndex,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter,securityParameterIndex,PFCP grouped-IE payload field,C,,when SPI=1,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A08, T2-A13, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A64,REVIEWED
FP-0648,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.flowLabel,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter,flowLabel,PFCP grouped-IE payload field,C,,when FL=1,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A08, T2-A13, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A64,REVIEWED
